num_clients,avg_set_rt_ms,set_rt_ms_25,set_rt_ms_50,set_rt_ms_75,set_rt_ms_90,set_rt_ms_99,conf_set_rt_ms,avg_set_tp_s,max_set_tp_s,conf_set_tp_s,avg_interactive_set_rt_ms,avg_set_think_time,conf_interactive_set_rt_ms,avg_set_time_in_queue_ms,conf_set_time_in_queue_ms,avg_get_rt_ms,get_rt_ms_25,get_rt_ms_50,get_rt_ms_75,get_rt_ms_90,get_rt_ms_99,conf_get_rt_ms,avg_get_tp_s,max_get_tp_s,conf_get_tp_s,avg_interactive_get_rt_ms,avg_get_think_time,conf_interactive_get_rt_ms,avg_queue_length,conf_queue_length,avg_get_service_time_ms,conf_get_service_time_ms,avg_set_service_time_ms,conf_set_service_time_ms,avg_get_time_in_queue_ms,conf_get_time_in_queue_ms,miss_rate,num_workers
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.05274187252041,61.329776,61.79917,63.32254825,76.299169,77.63030926000003,0.030176147039682463,2960.2043010752686,3095,13.489458391872594,64.83161109753395,2.8777062248682346e-05,0,142.87560615912153,0.02540981956212666,10.772168245411354,0.017597330194786834,0,0,53.230887418443196,0.029661319301173262,0.006632788350121141,32
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.03529578714921,77.03647,77.4880045,81.52034225,92.0486039,93.06732441,0.01959975365635444,2970.6559139784945,3094,5.6121082299613025,80.76342982471559,2.6808745384061302e-05,0,190.7417119422596,0.025502651817567248,10.761603253817807,0.01693576445773943,0,0,69.22608034616194,0.019051408487632607,0.00709086368095095,32
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2275277249509067,0.726301,0.940705,1.244608,1.7859248000000012,7.067468000000002,0.003936754456560644,2740.5860215053763,3109,23.093321750311887,2.1647469913035633,2.456578812317435e-05,0,0.6821827997700829,0.0026386690814542307,1.0827367631167495,0.0038435814530333517,0,0,0.09075700101618638,0.000729511661893767,0.010685651173420645,64
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1073071791516402,0.793702,1.132907,4.9795799999999995,9.4115228,11.682237999999996,0.0107343086210419,2975.7634408602153,3094,11.104496563401263,4.008502855548047,2.4075754440895257e-05,0,1.7763581045435164,0.0052554659736450005,2.9239783922802856,0.010707832287363436,0,0,0.13285392821937803,0.0008990442002524641,0.01055119134513236,64
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.110258806241654,1.098103,7.2840679999999995,12.766428,13.657531599999999,17.365984280000042,0.015449760475197796,2986.8709677419356,3093,4.826822541898661,8.010093629118833,2.5071016156728896e-05,0,4.125932845895478,0.01081072153289295,6.844052531325264,0.015530760691971407,0,0,0.2165133594098186,0.0011494900187170067,0.011275150389338287,64
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.893628556115306,14.290386,14.680836,15.007134,15.291437,30.135672,0.016031347557882984,2986.02688172043,3120,13.484643365166482,16.04738948936894,2.7482540029636252e-05,0,9.916082254083086,0.022187258123664906,14.400809595796547,0.016175026174659195,0,0,0.4434032704658436,0.00219058184309645,0.013750425368337472,64
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.090750698067495,29.381675,30.139172,30.63147525,45.4745731,91.98272045,0.03647200081685424,2982.3655913978496,3082,7.154998019418718,32.15863360014962,3.0578975564248624e-05,0,13.7861623882319,0.025907610115121445,21.25338420783279,0.036570131495864286,0,0,9.784589368539084,0.019516248895824827,0.012298096336890683,64
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.42614282143342,45.105059,45.79605,46.313209,61.377166599999995,107.58852475999998,0.03636838797631925,2978.467741935484,3146,5.860947339459002,48.32061628428235,2.6390457655755035e-05,0,56.982140633038206,0.035038327984473094,21.52962098738255,0.035823685156549705,0,0,25.850078821770946,0.017592503915054923,0.009433298134459697,64
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.407432301482295,60.807678,61.437643,61.974144,77.02566220000001,123.511678,0.03758923997088859,2968.005376344086,3066,4.977833041456376,64.66260166274189,2.7308109760184333e-05,0,103.93107858179256,0.03770770846545107,21.59361626799614,0.03689739485746636,0,0,41.76548641881791,0.01762807084210141,0.00661716622980931,64
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.89242243031045,76.589848,77.15796399999999,77.79705425,92.7663305,124.32894074999999,0.0340733712488128,2984.2795698924733,3102,6.747094984088658,80.39444463003083,2.6975139514228673e-05,0,152.70896237632323,0.036239553715681515,21.587135678435025,0.0333046250006921,0,0,58.2574893287748,0.016216923364674764,0.007080111552291939,64
